id_client,id_vehicle,id_year,id_claim,claim_nb,claim_amount
A00039790,V01,Year 0,CL01,1,623.46
A00039793,V01,Year 0,CL01,1,1236
A00039793,V01,Year 0,CL02,1,1236
A00039798,V01,Year 0,CL01,1,142.4
A00039813,V01,Year 0,CL01,1,365.38
A00039823,V01,Year 0,CL01,1,649.38
A00039824,V02,Year 0,CL01,1,1236
A00039830,V01,Year 0,CL01,1,487.93
A00039830,V01,Year 0,CL02,1,72.87
A00039832,V02,Year 0,CL01,1,2011.23
A00039836,V01,Year 0,CL01,1,419.08
A00039837,V01,Year 0,CL01,1,-469.41
A00039842,V01,Year 0,CL01,1,2323.95
A00039843,V01,Year 0,CL01,1,2777.28
A00039857,V01,Year 0,CL01,1,1236
A00039863,V01,Year 0,CL01,1,1010.41
A00039865,V01,Year 0,CL01,1,190.12
A00039866,V01,Year 0,CL01,1,273.05
A00039872,V01,Year 0,CL01,1,1010.41
A00039875,V02,Year 0,CL01,1,0
A00039876,V01,Year 0,CL01,1,335.03
A00039883,V01,Year 0,CL01,1,2443.38
A00039890,V01,Year 0,CL01,1,3698.23
A00039904,V01,Year 0,CL01,1,527.06
A00039908,V01,Year 0,CL01,1,559.54
A00039923,V02,Year 0,CL01,1,82.32
A00039940,V01,Year 0,CL01,1,944.69
A00039943,V01,Year 0,CL01,1,1389.48
A00039946,V01,Year 0,CL01,1,2683.76
A00039954,V01,Year 0,CL01,1,610.93
A00039957,V01,Year 0,CL01,1,958.34
A00039975,V01,Year 0,CL01,1,538.45
A00039975,V01,Year 0,CL02,1,239.14
A00039986,V01,Year 0,CL01,1,1097.62
A00039986,V01,Year 0,CL02,1,3411.86
A00039987,V01,Year 0,CL01,1,3468.01
A00039989,V01,Year 0,CL01,1,82.76
A00039990,V01,Year 0,CL01,1,236.57
A00039999,V01,Year 0,CL01,1,1236
A00040004,V01,Year 0,CL01,1,454.67
A00040004,V01,Year 0,CL02,1,816.2
A00040010,V01,Year 0,CL01,1,203.33
A00040015,V02,Year 0,CL01,1,81.42
A00040018,V02,Year 0,CL01,1,1236
A00040027,V01,Year 0,CL01,1,0
A00040028,V01,Year 0,CL01,1,1010.41
A00040028,V01,Year 0,CL02,1,381.47
A00040031,V01,Year 0,CL01,1,1490.71
A00040034,V01,Year 0,CL01,1,523.1
A00040075,V01,Year 0,CL01,1,324.55
A00040079,V02,Year 0,CL01,1,294.25
A00040086,V01,Year 0,CL01,1,83.06
A00040090,V01,Year 0,CL01,1,735.02
A00040090,V01,Year 0,CL02,1,502.09
A00040099,V01,Year 0,CL01,1,1619.5
A00040099,V01,Year 0,CL02,1,-786.65
A00040104,V01,Year 0,CL01,1,1010.41
A00040108,V01,Year 0,CL01,1,2241.31
A00040116,V01,Year 0,CL01,1,564.4
A00040118,V01,Year 0,CL01,1,175.14
A00040126,V01,Year 0,CL01,1,1010.41
A00040133,V01,Year 0,CL01,1,327.43
A00040136,V01,Year 0,CL01,1,2968.39
A00040139,V01,Year 0,CL01,1,110.98
A00040139,V02,Year 0,CL01,1,825.15
A00040145,V01,Year 0,CL01,1,0
A00040145,V01,Year 0,CL02,1,1171.66
A00040145,V01,Year 0,CL03,1,303.53
A00040158,V01,Year 0,CL01,1,-336.91
A00040161,V01,Year 0,CL01,1,2397.85
A00040168,V01,Year 0,CL01,1,-386.16
A00040169,V01,Year 0,CL01,1,2860.42
A00040175,V01,Year 0,CL01,1,106.14
A00040176,V01,Year 0,CL01,1,1485.62
A00040181,V01,Year 0,CL01,1,528.07
A00040192,V01,Year 0,CL01,1,-306.76
A00040192,V01,Year 0,CL02,1,58.52
A00040198,V01,Year 0,CL01,1,1236
A00040209,V01,Year 0,CL01,1,1236
A00040210,V01,Year 0,CL01,1,346.85
A00040215,V01,Year 0,CL01,1,339.22
A00040216,V01,Year 0,CL01,1,0
A00040228,V01,Year 0,CL01,1,584.99
A00040233,V02,Year 0,CL01,1,318.52
A00040236,V01,Year 0,CL01,1,592.44
A00040248,V01,Year 0,CL01,1,3734.13
A00040254,V01,Year 0,CL01,1,137.54
A00040272,V01,Year 0,CL01,1,4341.35
A00040283,V01,Year 0,CL01,1,2330.35
A00040283,V01,Year 0,CL02,1,537.35
A00040284,V01,Year 0,CL01,1,75.88
A00040298,V01,Year 0,CL01,1,-246.11
A00040302,V01,Year 0,CL01,1,4511.28
A00040302,V01,Year 0,CL02,1,88.38
A00040327,V01,Year 0,CL01,1,1695.56
A00040329,V02,Year 0,CL01,1,632.58
A00040331,V01,Year 0,CL01,1,119.25
A00040333,V01,Year 0,CL01,1,-545.46
A00040335,V01,Year 0,CL01,1,631.15
A00040340,V01,Year 0,CL01,1,802.5
A00040352,V01,Year 0,CL01,1,1314.92
A00040362,V01,Year 0,CL01,1,-468.93
A00040362,V01,Year 0,CL02,1,388.06
A00040370,V01,Year 0,CL01,1,1564.8
A00040374,V01,Year 0,CL01,1,-80.58
A00040376,V01,Year 0,CL01,1,1107.33
A00040376,V01,Year 0,CL02,1,140.85
A00040377,V01,Year 0,CL01,1,681.46
A00040416,V01,Year 0,CL01,1,54.36
A00040419,V01,Year 0,CL01,1,340.61
A00040420,V01,Year 0,CL01,1,3742.79
A00040421,V01,Year 0,CL01,1,92.43
A00040422,V01,Year 0,CL01,1,805.46
A00040434,V01,Year 0,CL01,1,895.32
A00040436,V01,Year 0,CL01,1,77.86
A00040469,V01,Year 0,CL01,1,148.9
A00040473,V01,Year 0,CL01,1,106.14
A00040473,V01,Year 0,CL02,1,700.68
A00040473,V01,Year 0,CL03,1,353.01
A00040477,V01,Year 0,CL01,1,2738.07
A00040479,V03,Year 0,CL01,1,110.68
A00040487,V01,Year 0,CL01,1,464.34
A00040498,V01,Year 0,CL01,1,1010.41
A00040507,V01,Year 0,CL01,1,1236
A00040518,V01,Year 0,CL01,1,450.72
A00040522,V01,Year 0,CL01,1,22.33
A00040532,V02,Year 0,CL01,1,2167.23
A00040533,V01,Year 0,CL01,1,459.7
A00040558,V01,Year 0,CL01,1,336.34
A00040566,V01,Year 0,CL01,1,56.19
A00040569,V01,Year 0,CL01,1,1045.96
A00040577,V01,Year 0,CL01,1,1236
A00040583,V01,Year 0,CL01,1,402.49
A00040586,V01,Year 0,CL01,1,294.57
A00040586,V01,Year 0,CL02,1,759.01
A00040590,V01,Year 0,CL01,1,-720.27
A00040596,V01,Year 0,CL01,1,0
A00040596,V01,Year 0,CL02,1,1236
A00040613,V01,Year 0,CL01,1,-507.54
A00040615,V01,Year 0,CL01,1,1898.4
A00040617,V01,Year 0,CL01,1,139.33
A00040630,V01,Year 0,CL01,1,101.59
A00040632,V01,Year 0,CL01,1,918.54
A00040634,V01,Year 0,CL01,1,0
A00040635,V01,Year 0,CL01,1,317.12
A00040645,V01,Year 0,CL01,1,1068.03
A00040651,V01,Year 0,CL01,1,1648.36
A00040651,V01,Year 0,CL02,1,78.14
A00040652,V01,Year 0,CL01,1,263.83
A00040673,V01,Year 0,CL01,1,227.64
A00040684,V01,Year 0,CL01,1,1010.41
A00040687,V01,Year 0,CL01,1,1236
A00040691,V01,Year 0,CL01,1,1265.13
A00040692,V01,Year 0,CL01,1,2932.63
A00040694,V01,Year 0,CL01,1,1010.41
A00040697,V01,Year 0,CL01,1,-154.34
A00040697,V01,Year 0,CL02,1,560.02
A00040701,V01,Year 0,CL01,1,622.52
A00040713,V02,Year 0,CL01,1,118.91
A00040722,V01,Year 0,CL01,1,1641.5
A00040725,V01,Year 0,CL01,1,183.37
A00040726,V01,Year 0,CL01,1,128.29
A00040730,V01,Year 0,CL01,1,66.54
A00040732,V01,Year 0,CL01,1,-806.86
A00040732,V01,Year 0,CL02,1,175.05
A00040735,V01,Year 0,CL01,1,-266.37
A00040737,V01,Year 0,CL01,1,-543.97
A00040741,V01,Year 0,CL01,1,395.38
A00040757,V01,Year 0,CL01,1,0
A00040762,V01,Year 0,CL01,1,0
A00040781,V01,Year 0,CL01,1,347.86
A00040790,V01,Year 0,CL01,1,1352.58
A00040796,V01,Year 0,CL01,1,0
A00040801,V01,Year 0,CL01,1,228.77
A00040801,V01,Year 0,CL02,1,364.67
A00040811,V01,Year 0,CL01,1,1010.41
A00040813,V01,Year 0,CL01,1,223.05
A00040814,V01,Year 0,CL01,1,429.67
A00040823,V01,Year 0,CL01,1,-808.77
A00040824,V01,Year 0,CL01,1,1010.41
A00040828,V01,Year 0,CL01,1,0
A00040829,V01,Year 0,CL01,1,310.99
A00040833,V01,Year 0,CL01,1,267.51
A00040838,V02,Year 0,CL01,1,2813.27
A00040841,V01,Year 0,CL01,1,1236
A00040853,V01,Year 0,CL01,1,476.38
A00040857,V01,Year 0,CL01,1,130.11
A00040857,V01,Year 0,CL02,1,538.59
A00040864,V01,Year 0,CL01,1,508.27
A00040868,V01,Year 0,CL01,1,106.14
A00040870,V01,Year 0,CL01,1,74.15
A00040873,V01,Year 0,CL01,1,4226.56
A00040873,V01,Year 0,CL02,1,581.4
A00040874,V01,Year 0,CL01,1,503.44
A00040883,V01,Year 0,CL01,1,845.05
A00040892,V01,Year 0,CL01,1,2549.54
A00040898,V01,Year 0,CL01,1,2281.21
A00040910,V01,Year 0,CL01,1,1795.31
A00040910,V01,Year 0,CL02,1,785.58
A00040910,V01,Year 0,CL03,1,748.21
A00040918,V01,Year 0,CL01,1,-611.03
A00040919,V01,Year 0,CL01,1,106.14
A00040938,V01,Year 0,CL01,1,-71.7
A00040951,V01,Year 0,CL01,1,3521.13
A00040951,V01,Year 0,CL02,1,750.45
A00040955,V01,Year 0,CL01,1,118.33
A00040963,V01,Year 0,CL01,1,1490.55
A00040971,V02,Year 0,CL01,1,-208.65
A00040974,V01,Year 0,CL01,1,0
A00040975,V01,Year 0,CL01,1,1010.41
A00040975,V01,Year 0,CL02,1,1232.58
A00040985,V01,Year 0,CL01,1,2994.51
A00040985,V02,Year 0,CL01,1,1404.73
A00040994,V01,Year 0,CL01,1,491.63
A00040997,V01,Year 0,CL01,1,2165.08
A00041006,V01,Year 0,CL01,1,822.87
A00041009,V01,Year 0,CL01,1,3800.26
A00041023,V01,Year 0,CL01,1,245.97
A00041027,V01,Year 0,CL01,1,969.91
A00041032,V01,Year 0,CL01,1,130.11
A00041035,V01,Year 0,CL01,1,75.88
A00041056,V01,Year 0,CL01,1,74.28
A00041061,V01,Year 0,CL01,1,296.7
A00041062,V02,Year 0,CL01,1,1024.33
A00041064,V01,Year 0,CL01,1,-652.82
A00041065,V01,Year 0,CL01,1,-326.69
A00041079,V01,Year 0,CL01,1,411.11
A00041079,V01,Year 0,CL02,1,0
A00041083,V01,Year 0,CL01,1,1010.41
A00041085,V01,Year 0,CL01,1,158.36
A00041085,V02,Year 0,CL01,1,588.2
A00041085,V02,Year 0,CL02,1,170.26
A00041087,V01,Year 0,CL01,1,392.05
A00041088,V01,Year 0,CL01,1,722.56
A00041089,V01,Year 0,CL01,1,3280.23
A00041135,V01,Year 0,CL01,1,-701.64
A00041148,V01,Year 0,CL01,1,618
A00041155,V01,Year 0,CL01,1,1704.43
A00041156,V01,Year 0,CL01,1,371.51
A00041159,V01,Year 0,CL01,1,686.09
A00041180,V01,Year 0,CL01,1,706.79
A00041181,V02,Year 0,CL01,1,121.35
A00041182,V01,Year 0,CL01,1,636.17
A00041196,V01,Year 0,CL01,1,106.14
A00041204,V01,Year 0,CL01,1,80.62
A00041205,V01,Year 0,CL01,1,102.28
A00041219,V01,Year 0,CL01,1,802.12
A00041221,V01,Year 0,CL01,1,-791.66
A00041225,V01,Year 0,CL01,1,1236
A00041241,V01,Year 0,CL01,1,591.68
A00041243,V01,Year 0,CL01,1,0
A00041248,V01,Year 0,CL01,1,377.74
A00041249,V01,Year 0,CL01,1,4365.45
A00041250,V01,Year 0,CL01,1,48.6
A00041252,V01,Year 0,CL01,1,90.81
A00041268,V01,Year 0,CL01,1,1355
A00041268,V01,Year 0,CL02,1,1499.3
A00041286,V01,Year 0,CL01,1,1010.41
A00041286,V01,Year 0,CL02,1,503.35
A00041288,V01,Year 0,CL01,1,1296.47
A00041291,V01,Year 0,CL01,1,236.95
A00041295,V01,Year 0,CL01,1,507.48
A00041295,V01,Year 0,CL02,1,492.58
A00041313,V01,Year 0,CL01,1,355.29
A00041317,V01,Year 0,CL01,1,1010.41
A00041319,V02,Year 0,CL01,1,553.39
A00041329,V02,Year 0,CL01,1,997.84
A00041332,V01,Year 0,CL01,1,437.32
A00041358,V01,Year 0,CL01,1,396.33
A00041366,V01,Year 0,CL01,1,0
A00041368,V01,Year 0,CL01,1,2867
A00041371,V01,Year 0,CL01,1,1073.03
A00041377,V01,Year 0,CL01,1,716.2
A00041377,V01,Year 0,CL02,1,743.05
A00041388,V02,Year 0,CL01,1,1576.1
A00041391,V01,Year 0,CL01,1,74
A00041400,V01,Year 0,CL01,1,262.5
A00041406,V01,Year 0,CL01,1,402.3
A00041419,V01,Year 0,CL01,1,-898.56
A00041419,V01,Year 0,CL02,1,3568.35
A00041421,V01,Year 0,CL01,1,1222.96
A00041427,V02,Year 0,CL01,1,441.95
A00041447,V01,Year 0,CL01,1,0
A00041448,V01,Year 0,CL01,1,-808.86
A00041473,V01,Year 0,CL01,1,1132.27
A00041485,V01,Year 0,CL01,1,495.88
A00041493,V01,Year 0,CL01,1,391.26
A00041495,V01,Year 0,CL01,1,1236
A00041500,V01,Year 0,CL01,1,89.44
A00041501,V01,Year 0,CL01,1,283.79
A00041501,V01,Year 0,CL02,1,1855.99
A00041510,V01,Year 0,CL01,1,998.82
A00041518,V01,Year 0,CL01,1,142.4
A00041524,V01,Year 0,CL01,1,1338.74
A00041540,V01,Year 0,CL01,1,0
A00041540,V01,Year 0,CL02,1,192.27
A00041548,V01,Year 0,CL01,1,2683.76
A00041551,V01,Year 0,CL01,1,-1018.39
A00041570,V02,Year 0,CL01,1,511.8
A00041580,V01,Year 0,CL01,1,2683.76
A00041603,V01,Year 0,CL01,1,4890.09
A00041604,V01,Year 0,CL01,1,196.56
A00041604,V01,Year 0,CL02,1,331.29
A00041607,V01,Year 0,CL01,1,1236
A00041608,V01,Year 0,CL01,1,1815.24
A00041614,V01,Year 0,CL01,1,1313.69
A00041622,V01,Year 0,CL01,1,-473.83
A00041623,V01,Year 0,CL01,1,1218.69
A00041627,V01,Year 0,CL01,1,420.87
A00041628,V01,Year 0,CL01,1,-623.7
A00041650,V01,Year 0,CL01,1,167.26
A00041665,V01,Year 0,CL01,1,11.22
A00041674,V01,Year 0,CL01,1,113.62
A00041680,V01,Year 0,CL01,1,139.08
A00041687,V01,Year 0,CL01,1,0
A00041700,V01,Year 0,CL01,1,2807.61
A00041705,V01,Year 0,CL01,1,517.27
A00041714,V01,Year 0,CL01,1,2162.78
A00041747,V01,Year 0,CL01,1,106.14
A00041749,V01,Year 0,CL01,1,1236
A00041749,V01,Year 0,CL02,1,60.29
A00041754,V01,Year 0,CL01,1,3603.71
A00041760,V01,Year 0,CL01,1,394.97
A00041762,V01,Year 0,CL01,1,1146.56
A00041764,V01,Year 0,CL01,1,110.98
A00041764,V01,Year 0,CL02,1,244.93
A00041790,V01,Year 0,CL01,1,1236
A00041801,V01,Year 0,CL01,1,130.11
A00041803,V01,Year 0,CL01,1,563.42
A00041805,V01,Year 0,CL01,1,94.03
A00041810,V01,Year 0,CL01,1,898.45
A00041817,V01,Year 0,CL01,1,1120.49
A00041825,V01,Year 0,CL01,1,101.59
A00041847,V01,Year 0,CL01,1,0
A00041861,V01,Year 0,CL01,1,363.54
A00041862,V01,Year 0,CL01,1,574.51
A00041866,V01,Year 0,CL01,1,200.54
A00041869,V01,Year 0,CL01,1,447.56
A00041874,V01,Year 0,CL01,1,3183.24
A00041881,V02,Year 0,CL01,1,-532.58
A00041883,V01,Year 0,CL01,1,2198.36
A00041888,V01,Year 0,CL01,1,157.61
A00041891,V01,Year 0,CL01,1,413.78
A00041893,V01,Year 0,CL01,1,1339.2
A00041903,V01,Year 0,CL01,1,129.26
A00041903,V01,Year 0,CL02,1,106.14
A00041905,V01,Year 0,CL01,1,768.03
A00041909,V01,Year 0,CL01,1,398.83
A00041925,V01,Year 0,CL01,1,-703.98
A00041935,V01,Year 0,CL01,1,569.49
A00041951,V01,Year 0,CL01,1,495.39
A00041954,V01,Year 0,CL01,1,247
A00041974,V01,Year 0,CL01,1,-483.55
A00041991,V01,Year 0,CL01,1,367.33
A00041993,V01,Year 0,CL01,1,3018.88
A00041994,V01,Year 0,CL01,1,617.34
A00042004,V01,Year 0,CL01,1,96.54
A00042014,V01,Year 0,CL01,1,3251.48
A00042017,V01,Year 0,CL01,1,505.23
A00042023,V02,Year 0,CL01,1,289.87
A00042026,V01,Year 0,CL01,1,1323.33
A00042027,V01,Year 0,CL01,1,515.6
A00042037,V01,Year 0,CL01,1,1236
A00042041,V01,Year 0,CL01,1,1010.41
A00042048,V01,Year 0,CL01,1,-71.73
A00042071,V02,Year 0,CL01,1,-94.95
A00042071,V02,Year 0,CL02,1,1149.51
A00042089,V01,Year 0,CL01,1,2486.22
A00042100,V01,Year 0,CL01,1,185.23
A00042100,V01,Year 0,CL02,1,444.15
A00042110,V01,Year 0,CL01,1,826.01
A00042125,V01,Year 0,CL01,1,1083.96
A00042138,V01,Year 0,CL01,1,-950.57
A00042143,V01,Year 0,CL01,1,1236
A00042144,V01,Year 0,CL01,1,1235.62
A00042158,V01,Year 0,CL01,1,329.53
A00042173,V01,Year 0,CL01,1,993.48
A00042175,V01,Year 0,CL01,1,295.11
A00042177,V01,Year 0,CL01,1,436.72
A00042181,V01,Year 0,CL01,1,410.48
A00042187,V01,Year 0,CL01,1,522.53
A00042193,V01,Year 0,CL01,1,2715.27
A00042197,V01,Year 0,CL01,1,0
A00042202,V01,Year 0,CL01,1,0
A00042203,V01,Year 0,CL01,1,130.11
A00042206,V01,Year 0,CL01,1,77.86
A00042210,V01,Year 0,CL01,1,630.83
A00042212,V01,Year 0,CL01,1,869.97
A00042219,V01,Year 0,CL01,1,3215.72
A00042225,V01,Year 0,CL01,1,459.81
A00042227,V01,Year 0,CL01,1,25
A00042227,V01,Year 0,CL02,1,101.35
A00042227,V01,Year 0,CL03,1,97.49
A00042227,V01,Year 0,CL04,1,25
A00042233,V01,Year 0,CL01,1,156.57
A00042236,V01,Year 0,CL01,1,-506.43
A00042249,V01,Year 0,CL01,1,977.07
A00042257,V01,Year 0,CL01,1,390.26
A00042272,V01,Year 0,CL01,1,1868.41
A00042281,V02,Year 0,CL01,1,5847.49
A00042285,V01,Year 0,CL01,1,115.71
A00042288,V01,Year 0,CL01,1,1602.96
A00042297,V01,Year 0,CL01,1,484.66
A00042303,V02,Year 0,CL01,1,1236
A00042304,V01,Year 0,CL01,1,1236
A00042308,V01,Year 0,CL01,1,319.92
A00042309,V01,Year 0,CL01,1,110.98
A00042329,V01,Year 0,CL01,1,143.37
A00042337,V02,Year 0,CL01,1,591.68
A00042344,V01,Year 0,CL01,1,106.14
A00042357,V01,Year 0,CL01,1,168.54
A00042360,V01,Year 0,CL01,1,877.25
A00042368,V01,Year 0,CL01,1,145.07
A00042371,V01,Year 0,CL01,1,434.79
A00042391,V01,Year 0,CL01,1,561.31
A00042396,V01,Year 0,CL01,1,2535.96
A00042410,V01,Year 0,CL01,1,5545.15
A00042410,V01,Year 0,CL02,1,595.62
A00042410,V01,Year 0,CL03,1,556.74
A00042415,V01,Year 0,CL01,1,1637.28
A00042439,V01,Year 0,CL01,1,1961.38
A00042441,V01,Year 0,CL01,1,146.15
A00042450,V01,Year 0,CL01,1,340.35
A00042451,V01,Year 0,CL01,1,92.69
A00042457,V01,Year 0,CL01,1,106.14
A00042457,V01,Year 0,CL02,1,1294.97
A00042467,V02,Year 0,CL01,1,2388.23
A00042471,V01,Year 0,CL01,1,239.56
A00042475,V01,Year 0,CL01,1,1303.22
A00042498,V01,Year 0,CL01,1,1692.61
A00042502,V01,Year 0,CL01,1,518.87
A00042505,V01,Year 0,CL01,1,3358.23
A00042510,V01,Year 0,CL01,1,1051.01
A00042514,V01,Year 0,CL01,1,566.58
A00042514,V01,Year 0,CL02,1,892.59
A00042520,V01,Year 0,CL01,1,483.31
A00042520,V01,Year 0,CL02,1,899.86
A00042528,V01,Year 0,CL01,1,559.55
A00042530,V01,Year 0,CL01,1,-39.74
A00042533,V01,Year 0,CL01,1,434.78
A00042538,V01,Year 0,CL01,1,485.47
A00042538,V01,Year 0,CL02,1,10.81
A00042540,V01,Year 0,CL01,1,527.43
A00042558,V01,Year 0,CL01,1,610.46
A00042559,V01,Year 0,CL01,1,262.25
A00042562,V01,Year 0,CL01,1,406.78
A00042565,V02,Year 0,CL01,1,56.19
A00042585,V01,Year 0,CL01,1,4990.55
A00042605,V01,Year 0,CL01,1,339.84
A00042606,V01,Year 0,CL01,1,-182.3
A00042614,V02,Year 0,CL01,1,1236
A00042622,V01,Year 0,CL01,1,1647.75
A00042627,V01,Year 0,CL01,1,-615.27
A00042628,V01,Year 0,CL01,1,0
A00042629,V01,Year 0,CL01,1,2082.24
A00042629,V01,Year 0,CL02,1,2083.06
A00042632,V01,Year 0,CL01,1,106.14
A00042640,V01,Year 0,CL01,1,927.49
A00042642,V01,Year 0,CL01,1,106.14
A00042642,V01,Year 0,CL02,1,1449.07
A00042647,V01,Year 0,CL01,1,441.4
A00042649,V01,Year 0,CL01,1,330.08
A00042649,V01,Year 0,CL02,1,-371.7
A00042649,V01,Year 0,CL03,1,568.83
A00042657,V01,Year 0,CL01,1,548.2
A00042666,V01,Year 0,CL01,1,-587.63
A00042667,V01,Year 0,CL01,1,2970
A00042670,V01,Year 0,CL01,1,152.72
A00042670,V01,Year 0,CL02,1,0
A00042671,V01,Year 0,CL01,1,1008.93
A00042674,V01,Year 0,CL01,1,856.41
A00042676,V01,Year 0,CL01,1,1618.81
A00042679,V01,Year 0,CL01,1,1236
A00042686,V01,Year 0,CL01,1,106.14
A00042688,V01,Year 0,CL01,1,110.98
A00042691,V01,Year 0,CL01,1,1190.62
A00042698,V01,Year 0,CL01,1,262.48
A00042713,V01,Year 0,CL01,1,1062.91
A00042713,V01,Year 0,CL02,1,110.98
A00042715,V02,Year 0,CL01,1,508.96
A00042737,V01,Year 0,CL01,1,659.83
A00042739,V01,Year 0,CL01,1,654.19
A00042739,V01,Year 0,CL02,1,2759.09
A00042742,V01,Year 0,CL01,1,217.59
A00042751,V01,Year 0,CL01,1,0
A00042756,V01,Year 0,CL01,1,644.86
A00042759,V01,Year 0,CL01,1,93.32
A00042773,V01,Year 0,CL01,1,949.04
A00042774,V01,Year 0,CL01,1,387.52
A00042775,V01,Year 0,CL01,1,1466.82
A00042775,V01,Year 0,CL02,1,415.61
A00042789,V01,Year 0,CL01,1,-324.32
A00042794,V01,Year 0,CL01,1,1657.6
A00042796,V01,Year 0,CL01,1,-588.61
A00042798,V01,Year 0,CL01,1,2038.73
A00042803,V01,Year 0,CL01,1,511.57
A00042811,V01,Year 0,CL01,1,0
A00042816,V01,Year 0,CL01,1,1236
A00042816,V01,Year 0,CL02,1,88.19
A00042820,V01,Year 0,CL01,1,2251.37
A00042824,V01,Year 0,CL01,1,-480.54
A00042824,V01,Year 0,CL02,1,1577.3
A00042832,V01,Year 0,CL01,1,-782.54
A00042841,V02,Year 0,CL01,1,751.04
A00042847,V01,Year 0,CL01,1,776.86
A00042849,V01,Year 0,CL01,1,1214.06
A00042868,V01,Year 0,CL01,1,1689.58
A00042875,V01,Year 0,CL01,1,251.06
A00042881,V01,Year 0,CL01,1,665.01
A00042901,V01,Year 0,CL01,1,379.98
A00042909,V01,Year 0,CL01,1,539.13
A00042910,V01,Year 0,CL01,1,171.62
A00042914,V01,Year 0,CL01,1,1010.41
A00042921,V01,Year 0,CL01,1,0
A00042947,V01,Year 0,CL01,1,353.36
A00042951,V01,Year 0,CL01,1,-603.53
A00042953,V01,Year 0,CL01,1,650.46
A00042965,V02,Year 0,CL01,1,455.05
A00042970,V01,Year 0,CL01,1,0
A00042988,V02,Year 0,CL01,1,234.57
A00042989,V01,Year 0,CL01,1,535.33
A00043014,V01,Year 0,CL01,1,65.13
A00043025,V01,Year 0,CL01,1,1381.94
A00043026,V02,Year 0,CL01,1,7253.18
A00043044,V01,Year 0,CL01,1,462.39
A00043044,V02,Year 0,CL01,1,0
A00043045,V01,Year 0,CL01,1,191.85
A00043045,V01,Year 0,CL02,1,87.15
A00043051,V01,Year 0,CL01,1,175.37
A00043059,V01,Year 0,CL01,1,4249.43
A00043062,V01,Year 0,CL01,1,914.17
A00043063,V01,Year 0,CL01,1,2683.76
A00043067,V01,Year 0,CL01,1,-159.35
A00043071,V01,Year 0,CL01,1,632.03
A00043101,V01,Year 0,CL01,1,113.62
A00043114,V01,Year 0,CL01,1,1236
A00043120,V01,Year 0,CL01,1,485.88
A00043122,V01,Year 0,CL01,1,233.01
A00043125,V01,Year 0,CL01,1,103.59
A00043126,V01,Year 0,CL01,1,0
A00043132,V01,Year 0,CL01,1,-1117.05
A00043143,V01,Year 0,CL01,1,772.04
A00043143,V01,Year 0,CL02,1,2834.2
A00043146,V01,Year 0,CL01,1,1236
A00043150,V01,Year 0,CL01,1,506.54
A00043152,V01,Year 0,CL01,1,1474.63
A00043160,V01,Year 0,CL01,1,106.14
A00043160,V01,Year 0,CL02,1,783
A00043163,V01,Year 0,CL01,1,369.97
A00043189,V01,Year 0,CL01,1,1095.78
A00043198,V02,Year 0,CL01,1,301.67
A00043198,V02,Year 0,CL02,1,100.23
A00043201,V01,Year 0,CL01,1,255.69
A00043214,V01,Year 0,CL01,1,2374.34
A00043214,V01,Year 0,CL02,1,-300.04
A00043224,V01,Year 0,CL01,1,366.11
A00043224,V01,Year 0,CL02,1,389.93
A00043227,V01,Year 0,CL01,1,1695.08
A00043227,V01,Year 0,CL02,1,814.59
A00043232,V01,Year 0,CL01,1,637.91
A00043252,V02,Year 0,CL01,1,988.48
A00043253,V01,Year 0,CL01,1,555.75
A00043264,V01,Year 0,CL01,1,0
A00043266,V01,Year 0,CL01,1,1110.9
A00043269,V01,Year 0,CL01,1,0
A00043284,V01,Year 0,CL01,1,2515.19
A00043293,V01,Year 0,CL01,1,106.14
A00043298,V01,Year 0,CL01,1,-355.73
A00043299,V01,Year 0,CL01,1,1138.17
A00043299,V02,Year 0,CL01,1,1240.89
A00043305,V01,Year 0,CL01,1,771.92
A00043307,V01,Year 0,CL01,1,422.22
A00043307,V01,Year 0,CL02,1,1600
A00043308,V01,Year 0,CL01,1,638.21
A00043313,V01,Year 0,CL01,1,831.78
A00043333,V01,Year 0,CL01,1,96.94
A00043334,V01,Year 0,CL01,1,1266
A00043350,V01,Year 0,CL01,1,506.25
A00043357,V01,Year 0,CL01,1,401.13
A00043360,V01,Year 0,CL01,1,0.07
A00043367,V01,Year 0,CL01,1,2683.76
A00043379,V01,Year 0,CL01,1,2323.95
A00043388,V01,Year 0,CL01,1,3395.67
A00043391,V01,Year 0,CL01,1,634.48
A00043399,V01,Year 0,CL01,1,95.08
A00043406,V01,Year 0,CL01,1,-475.58
A00043415,V01,Year 0,CL01,1,1300.3
A00043431,V01,Year 0,CL01,1,130.11
A00043435,V01,Year 0,CL01,1,104.79
A00043438,V01,Year 0,CL01,1,411.36
A00043446,V01,Year 0,CL01,1,-814.6
A00043447,V01,Year 0,CL01,1,578.56
A00043456,V01,Year 0,CL01,1,0
A00043456,V01,Year 0,CL02,1,0
A00043456,V01,Year 0,CL03,1,-537.65
A00043462,V01,Year 0,CL01,1,965.94
A00043477,V01,Year 0,CL01,1,390.17
A00043480,V01,Year 0,CL01,1,1029.92
A00043494,V01,Year 0,CL01,1,2835.5
A00043501,V01,Year 0,CL01,1,1131.32
A00043504,V01,Year 0,CL01,1,1236
A00043530,V01,Year 0,CL01,1,1491.38
A00043546,V01,Year 0,CL01,1,246.92
